link,address,area,bedrooms,bathrooms,garages,others,price,condo,date,neighborhood
https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-das-colinas-bairros-sao-jose-dos-campos-com-garagem-259m2-aluguel-RS6500-id-2515307688/,"Avenida São João, 2400 - Jardim das Colinas, São José dos Campos - SP",259,4,5.0,3.0,0,6500,1430.0,2021-05-30 15:16:00,Jardim das Colinas
https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-50m2-aluguel-RS2950-id-2518836510/,"Rua do Aruana, 190 - Jardim Aquarius, São José dos Campos - SP",50,1,2.0,2.0,"Mobiliado, Elevador, Piscina, Sauna, Varanda gourmet",2950,375.0,2021-05-30 15:16:00,Jardim Aquarius
https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-america-bairros-sao-jose-dos-campos-com-garagem-50m2-aluguel-RS1000-id-2521053892/,"Rua Haiti, 331 - Jardim América, São José dos Campos - SP",50,2,2.0,1.0,"Piscina, Churrasqueira, Quadra poliesportiva",1000,300.0,2021-05-30 15:16:00,Jardim América
https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-vale-do-sol-bairros-sao-jose-dos-campos-com-garagem-52m2-aluguel-RS850-id-2514184537/,"Rua Gandu, 81 - Jardim Vale do Sol, São José dos Campos - SP",52,2,1.0,1.0,0,850,270.0,2021-05-30 15:16:00,Jardim Vale do Sol
https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-ismenia-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS880-id-2520395477/,"Rua Guaraciaba, 312 - Jardim Ismenia, São José dos Campos - SP",70,2,1.0,1.0,Portão eletrônico,880,240.0,2021-05-30 15:16:00,Jardim Ismenia
https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-ema-bairros-sao-jose-dos-campos-com-garagem-72m2-aluguel-RS2100-id-2518005701/,"Avenida Jorge Zarur, 231 - Vila Ema, São José dos Campos - SP",72,3,1.0,1.0,0,2100,315.0,2021-05-30 15:16:00,Vila Ema
https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-83m2-venda-RS310000-id-2520875870/,"Rua Santa Clara - Vila Adyana, São José dos Campos - SP",83,3,2.0,1.0,"Elevador, Área de serviço, Varanda, Sistema de alarme, Cozinha",1100,645.0,2021-05-30 15:16:00,Vila Adyana
https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-65m2-aluguel-RS1850-id-2519526928/,"Rua José Pulga, 91 - Jardim Aquarius, São José dos Campos - SP",65,2,2.0,1.0,"Mobiliado, Elevador, Piscina, Área de serviço, Churrasqueira",1850,415.0,2021-05-30 15:16:00,Jardim Aquarius
https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-sao-jose-dos-campos-35m2-aluguel-RS1100-id-2517633290/,"Rua Machado Sidney, 100 - Centro, São José dos Campos - SP",35,1,1.0,0.0,"Mobiliado, Elevador",1100,250.0,2021-05-30 15:16:00,Centro
https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-92m2-venda-RS490000-id-2521077550/,"Rua Pedro de Toledo - Vila Adyana, São José dos Campos - SP",92,3,2.0,1.0,0,1400,640.0,2021-05-30 15:16:00,Vila Adyana
