id,link,address,area,bedrooms,bathrooms,garages,others,price,condo,date
2515357153,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-55m2-aluguel-RS1990-id-2515357153/,"Rua Professor Roberval Froes, 490 - Jardim Esplanada, São José dos Campos - SP",55,2 Quartos,1 Banheiro,2 Vagas,"Mobiliado
Elevador
Salão de festas
Academia
Condomínio fechado",R$ 1.990 /mês,R$ 350,2021-05-14 08:57
2518814787,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-tesouro-bairros-sao-jose-dos-campos-com-garagem-47m2-aluguel-RS850-id-2518814787/,"Estrada Municipal Martins Guimarães, 1201 - Vila Tesouro, São José dos Campos - SP",47,2 Quartos,1 Banheiro,1 Vaga,"Área de serviço
Churrasqueira
Salão de festas
Academia
Condomínio fechado",R$ 850 /mês,R$ 250,2021-05-14 08:57
2486921454,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-industrial-bairros-sao-jose-dos-campos-com-garagem-50m2-venda-RS238000-id-2486921454/,"Rua Icatu - Parque Industrial, São José dos Campos - SP",50,2 Quartos,1 Banheiro,1 Vaga,"Piscina
Área de serviço
Churrasqueira
Interfone","R$ 1.200 /mês
R$ 238.000",R$ 332,2021-05-14 08:57
2518588996,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-84m2-aluguel-RS2000-id-2518588996/,"Parque Residencial Aquarius, São José dos Campos - SP",84,2 Quartos,2 Banheiros,1 Vaga,,R$ 2.000 /mês,R$ 490,2021-05-14 08:57
2518283572,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-75m2-aluguel-RS2600-id-2518283572/,"Parque Residencial Aquarius, São José dos Campos - SP",75,2 Quartos,2 Banheiros,2 Vagas,"Elevador
Piscina
Área de serviço
Churrasqueira
Salão de festas",R$ 2.600 /mês,R$ 532,2021-05-14 08:57
2518838157,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oriente-bairros-sao-jose-dos-campos-com-garagem-64m2-aluguel-RS1500-id-2518838157/,"Rua Tottoni, 576 - Jardim Oriente, São José dos Campos - SP",64,2 Quartos,2 Banheiros,1 Vaga,Vista para o mar,R$ 1.500 /mês,R$ 290,2021-05-14 08:57
2518589687,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-87m2-aluguel-RS2000-id-2518589687/,"Parque Residencial Aquarius, São José dos Campos - SP",87,2 Quartos,2 Banheiros,1 Vaga,,R$ 2.000 /mês,R$ 400,2021-05-14 08:57
2504587496,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS1600-id-2504587496/,"Rua Major Francisco de Paula Elias - Vila Adyana, São José dos Campos - SP",70,2 Quartos,2 Banheiros,2 Vagas,"Elevador
Salão de festas
Ar-condicionado
Condomínio fechado",R$ 1.600 /mês,R$ 600,2021-05-14 08:57
2518858825,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-100m2-aluguel-RS1400-id-2518858825/,"Vila Adyana, São José dos Campos - SP",100,3 Quartos,2 Banheiros,1 Vaga,,R$ 1.400 /mês,R$ 640,2021-05-14 08:57
2515204397,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-dimas-bairros-sao-jose-dos-campos-com-garagem-70m2-venda-RS220000-id-2515204397/,"Jardim São Dimas, São José dos Campos - SP",70,2 Quartos,1 Banheiro,1 Vaga,"Churrasqueira
Salão de festas
Playground
Jardim","R$ 890 /mês
R$ 220.000",R$ 450,2021-05-14 08:57
2518916943,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-134m2-aluguel-RS3500-id-2518916943/,"Rua Pedro de Toledo - Vila Adyana, São José dos Campos - SP",134,3 Quartos,4 Banheiros,2 Vagas,"Elevador
Piscina
Churrasqueira
Salão de festas
Academia",R$ 3.500 /mês,R$ 700,2021-05-14 08:57
2515804980,https://www.vivareal.com.br/imovel/apartamento-3-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-93m2-venda-RS500000-id-2515804980/,"Rua Armando de Oliveira Cobra - Parque Residencial Aquarius, São José dos Campos - SP",93,3 Quartos,2 Banheiros,2 Vagas,"Piscina
Área de serviço
Churrasqueira
Varanda
Quadra poliesportiva","R$ 2.700 /mês
R$ 500.000",R$ 650,2021-05-14 08:57
2516247076,https://www.vivareal.com.br/imovel/apartamento-2-quartos-conjunto-residencial-trinta-e-um-de-marco-bairros-sao-jose-dos-campos-com-garagem-90m2-aluguel-RS2350-id-2516247076/,"Rua Icatu, 300 - Conjunto Residencial Trinta e Um de Março, São José dos Campos - SP",90,2 Quartos,1 Banheiro,2 Vagas,"Elevador
Piscina
Área de serviço
Churrasqueira
Varanda",R$ 2.350 /mês,R$ 419,2021-05-14 08:57
2515635075,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-72m2-aluguel-RS2500-id-2515635075/,"Rua Coronel José Domingues de Vasconcelos - Vila Adyana, São José dos Campos - SP",72,2 Quartos,2 Banheiros,2 Vagas,"Piscina
Área de serviço
Churrasqueira
Sauna
Interfone",R$ 2.500 /mês,R$ 495,2021-05-14 08:57
2509626614,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-133m2-venda-RS1060000-id-2509626614/,"Avenida São João, 500 - Jardim Esplanada, São José dos Campos - SP",133,3 Quartos,1 Banheiro,2 Vagas,"Elevador
Piscina
Área de serviço
Churrasqueira
Varanda","R$ 4.190 /mês
R$ 1.060.000",R$ 680,2021-05-14 08:57
2504673596,https://www.vivareal.com.br/imovel/apartamento-2-quartos-condominio-royal-park-bairros-sao-jose-dos-campos-com-garagem-78m2-aluguel-RS2500-id-2504673596/,"Rua Jesus Garcia - Condomínio Royal Park, São José dos Campos - SP",78,2 Quartos,2 Banheiros,2 Vagas,"Elevador
Piscina
Churrasqueira
Salão de festas
Playground",R$ 2.500 /mês,R$ 450,2021-05-14 08:57
2516405471,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-interlagos-bairros-sao-jose-dos-campos-com-garagem-38m2-aluguel-RS800-id-2516405471/,"Rua Waldemar Teixeira - Parque Interlagos, São José dos Campos - SP",38,2 Quartos,1 Banheiro,1 Vaga,"Churrasqueira
Salão de festas
Playground
Vigia
Salão de jogos",R$ 800 /mês,R$ 298,2021-05-14 08:57
2514348775,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-157m2-aluguel-RS5000-id-2514348775/,"Rua Laurent Martins, 479 - Jardim Esplanada, São José dos Campos - SP",157,4 Quartos,4 Banheiros,2 Vagas,"Elevador
Piscina
Churrasqueira
Salão de festas
Playground",R$ 5.000 /mês,R$ 750,2021-05-14 08:57
2519745047,https://www.vivareal.com.br/imovel/apartamento-3-quartos-parque-industrial-bairros-sao-jose-dos-campos-com-garagem-68m2-aluguel-RS1100-id-2519745047/,"Rua José Cobra, 302 - Parque Industrial, São José dos Campos - SP",68,3 Quartos,2 Banheiros,1 Vaga,,R$ 1.100 /mês,R$ 492,2021-05-14 08:57
2518707083,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-sao-dimas-bairros-sao-jose-dos-campos-40m2-aluguel-RS600-id-2518707083/,"Rua Paraibuna, 150 - Jardim São Dimas, São José dos Campos - SP",40,1 Quarto,1 Banheiro,-- Vaga,Aceita animais,R$ 600 /mês,R$ 270,2021-05-14 08:57
2518821343,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS1600-id-2518821343/,"Rua das Piabas, 130 - Jardim Aquarius, São José dos Campos - SP",70,2 Quartos,2 Banheiros,1 Vaga,"Elevador
Piscina
Área de serviço
Churrasqueira
Salão de festas",R$ 1.600 /mês,R$ 530,2021-05-14 08:57
2519587975,https://www.vivareal.com.br/imovel/apartamento-3-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-220m2-venda-RS1815000-id-2519587975/,"Parque Residencial Aquarius, São José dos Campos - SP",220,3 Quartos,3 Banheiros,4 Vagas,"Elevador
Piscina
Churrasqueira
Salão de festas
Playground","R$ 8.155 /mês
R$ 1.815.000",R$ 1.500,2021-05-14 08:57
2517847979,https://www.vivareal.com.br/imovel/apartamento-4-quartos-bosque-dos-eucaliptos-bairros-sao-jose-dos-campos-com-garagem-125m2-aluguel-RS2300-id-2517847979/,"Avenida Cidade Jardim - Bosque dos Eucaliptos, São José dos Campos - SP",125,4 Quartos,1 Banheiro,2 Vagas,"Elevador
Piscina
Churrasqueira
Salão de festas
Playground",R$ 2.300 /mês,R$ 680,2021-05-14 08:57
2519047832,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-176m2-aluguel-RS3000-id-2519047832/,"Avenida São João - Jardim Esplanada, São José dos Campos - SP",176,3 Quartos,2 Banheiros,2 Vagas,"Mobiliado
Elevador
Piscina
Salão de festas
Quadra poliesportiva",R$ 3.000 /mês,R$ 1.300,2021-05-14 08:58
2516600705,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-79m2-aluguel-RS2600-id-2516600705/,"Rua das Baleias, 55 - Jardim Aquarius, São José dos Campos - SP",79,2 Quartos,2 Banheiros,2 Vagas,"Piscina
Churrasqueira
Quadra poliesportiva
Varanda gourmet
Interfone",R$ 2.600 /mês,R$ 640,2021-05-14 08:58
2516412281,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-america-bairros-sao-jose-dos-campos-com-garagem-51m2-aluguel-RS800-id-2516412281/,"Rua Mar Del Plata - Jardim América, São José dos Campos - SP",51,2 Quartos,1 Banheiro,1 Vaga,"Área de serviço
Condomínio fechado
Cozinha",R$ 800 /mês,R$ 280,2021-05-14 08:58
2515489502,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-62m2-aluguel-RS2700-id-2515489502/,"Avenida do Tubarão - Jardim Aquarius, São José dos Campos - SP",62,2 Quartos,2 Banheiros,2 Vagas,"Mobiliado
Piscina
Área de serviço
Churrasqueira
Salão de festas",R$ 2.700 /mês,R$ 529,2021-05-14 08:58
2503195282,https://www.vivareal.com.br/imovel/apartamento-2-quartos-urbanova-bairros-sao-jose-dos-campos-com-garagem-55m2-aluguel-RS1400-id-2503195282/,"Avenida Shishima Hifumi, 3310 - Urbanova, São José dos Campos - SP",55,2 Quartos,1 Banheiro,1 Vaga,"Cozinha
Garagem",R$ 1.400 /mês,R$ 220,2021-05-14 08:58
2518488390,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-80m2-aluguel-RS2400-id-2518488390/,"Rua Jesus Garcia, 111 - Jardim Aquarius, São José dos Campos - SP",80,2 Quartos,2 Banheiros,1 Vaga,,R$ 2.400 /mês,R$ 372,2021-05-14 08:58
2518088420,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-das-colinas-bairros-sao-jose-dos-campos-com-garagem-278m2-aluguel-RS11000-id-2518088420/,"Jardim das Colinas, São José dos Campos - SP",278,3 Quartos,4 Banheiros,4 Vagas,,R$ 11.000 /mês,R$ 1.000,2021-05-14 08:58
2518073076,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-45m2-aluguel-RS600-id-2518073076/,"Vila Adyana, São José dos Campos - SP",45,1 Quarto,1 Banheiro,1 Vaga,,R$ 600 /mês,R$ 600,2021-05-14 08:58
2517976269,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-industrial-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS1380-id-2517976269/,"Parque Industrial, São José dos Campos - SP",70,2 Quartos,2 Banheiros,1 Vaga,,R$ 1.380 /mês,R$ 375,2021-05-14 08:58
2517224071,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-sao-dimas-bairros-sao-jose-dos-campos-com-garagem-50m2-aluguel-RS900-id-2517224071/,"Jardim São Dimas, São José dos Campos - SP",50,1 Quarto,1 Banheiro,1 Vaga,"Mobiliado
Elevador
Área de serviço
Varanda
Cozinha",R$ 900 /mês,R$ 360,2021-05-14 08:58
2505302561,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-125m2-aluguel-RS4250-id-2505302561/,"Avenida São João, 349 - Jardim Esplanada, São José dos Campos - SP",125,3 Quartos,4 Banheiros,3 Vagas,,R$ 4.250 /mês,,2021-05-14 08:58
2511778522,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-america-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS1600-id-2511778522/,"Rua Koichi Matsumura, 103 - Jardim América, São José dos Campos - SP",70,3 Quartos,1 Banheiro,2 Vagas,,R$ 1.600 /mês,R$ 467,2021-05-14 08:58
2515875574,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-75m2-aluguel-RS2000-id-2515875574/,"Parque Residencial Aquarius, São José dos Campos - SP",75,2 Quartos,2 Banheiros,2 Vagas,,R$ 2.000 /mês,R$ 550,2021-05-14 08:58
2519327193,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-das-colinas-bairros-sao-jose-dos-campos-com-garagem-77m2-aluguel-RS2300-id-2519327193/,"Avenida Doutor Eduardo Cury - Jardim das Colinas, São José dos Campos - SP",77,3 Quartos,2 Banheiros,1 Vaga,"Mobiliado
Salão de festas
Condomínio fechado
Salão de jogos
Aceita animais",R$ 2.300 /mês,R$ 370,2021-05-14 08:58
2516892648,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-das-industrias-bairros-sao-jose-dos-campos-90m2-venda-RS430000-id-2516892648/,"Rua Arealva, 2260 - Jardim das Indústrias, São José dos Campos - SP",90,3 Quartos,2 Banheiros,-- Vaga,"Elevador
Churrasqueira
Playground
Varanda
Próximo a transporte público","R$ 1.900 /mês
R$ 430.000",R$ 635,2021-05-14 08:58
2517974956,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-america-bairros-sao-jose-dos-campos-com-garagem-45m2-aluguel-RS700-id-2517974956/,"Jardim América, São José dos Campos - SP",45,2 Quartos,1 Banheiro,1 Vaga,,R$ 700 /mês,R$ 380,2021-05-14 08:58
2501842492,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-betania-bairros-sao-jose-dos-campos-com-garagem-104m2-aluguel-RS4500-id-2501842492/,"Alameda José Alves de Siqueira Filho, 12 - Vila Betânia, São José dos Campos - SP",104,3 Quartos,2 Banheiros,2 Vagas,"Mobiliado
Elevador
Piscina
Churrasqueira
Salão de festas",R$ 4.500 /mês,,2021-05-14 08:58
2512943916,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-84m2-aluguel-RS3600-id-2512943916/,"Vila Adyana, São José dos Campos - SP",84,2 Quartos,2 Banheiros,2 Vagas,"Elevador
Área de serviço
Espaço gourmet
Varanda gourmet
Gerador elétrico",R$ 3.600 /mês,R$ 492,2021-05-14 08:58
2518858827,https://www.vivareal.com.br/imovel/apartamento-2-quartos-urbanova-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS1400-id-2518858827/,"Urbanova, São José dos Campos - SP",70,2 Quartos,2 Banheiros,1 Vaga,,R$ 1.400 /mês,R$ 375,2021-05-14 08:58
2519240043,https://www.vivareal.com.br/imovel/apartamento-3-quartos-condominio-royal-park-bairros-sao-jose-dos-campos-com-garagem-90m2-aluguel-RS3300-id-2519240043/,"Rua Jesus Garcia, 112 - Condomínio Royal Park, São José dos Campos - SP",90,3 Quartos,2 Banheiros,2 Vagas,"Elevador
Piscina
Área de serviço
Sauna
Condomínio fechado",R$ 3.300 /mês,R$ 454,2021-05-14 08:58
2519068407,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-55m2-aluguel-RS2000-id-2519068407/,"Jardim Aquarius, São José dos Campos - SP",55,1 Quarto,1 Banheiro,-- Vaga,,R$ 2.000 /mês,R$ 352,2021-05-14 08:58
2518039732,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-sao-dimas-bairros-sao-jose-dos-campos-com-garagem-81m2-aluguel-RS1450-id-2518039732/,"Jardim São Dimas, São José dos Campos - SP",81,3 Quartos,1 Banheiro,1 Vaga,"Elevador
Área de serviço
Condomínio fechado
Cozinha
Interfone",R$ 1.450 /mês,R$ 200,2021-05-14 08:58
2518009210,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-dimas-bairros-sao-jose-dos-campos-com-garagem-77m2-aluguel-RS1800-id-2518009210/,"Avenida Doutor Adhemar de Barros, 1136 - Jardim São Dimas, São José dos Campos - SP",77,2 Quartos,2 Banheiros,1 Vaga,"Elevador
Piscina
Área de serviço
Cozinha",R$ 1.800 /mês,R$ 656,2021-05-14 08:58
2517721697,https://www.vivareal.com.br/imovel/apartamento-5-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-377m2-venda-RS2700000-id-2517721697/,"Vila Adyana, São José dos Campos - SP",377,5 Quartos,6 Banheiros,4 Vagas,"Mobiliado
Elevador
Piscina
Churrasqueira
Salão de festas","R$ 10.000 /mês
R$ 2.700.000",R$ 2.200,2021-05-14 08:58
2519650578,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-60m2-aluguel-RS1500-id-2519650578/,"Jardim Aquarius, São José dos Campos - SP",60,2 Quartos,1 Banheiro,1 Vaga,"Mobiliado
Elevador
Piscina
Área de serviço
Churrasqueira",R$ 1.500 /mês,R$ 482,2021-05-14 08:58
2514187279,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-vale-do-sol-bairros-sao-jose-dos-campos-com-garagem-52m2-aluguel-RS850-id-2514187279/,"Rua Gandu, 81 - Jardim Vale do Sol, São José dos Campos - SP",52,2 Quartos,1 Banheiro,1 Vaga,,R$ 850 /mês,R$ 270,2021-05-14 08:58
2518541906,https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-sao-jose-dos-campos-com-garagem-85m2-aluguel-RS1100-id-2518541906/,"Rua Coronel Madeira - Centro, São José dos Campos - SP",85,3 Quartos,2 Banheiros,1 Vaga,,R$ 1.100 /mês,R$ 750,2021-05-14 08:58
2517759583,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oswaldo-cruz-bairros-sao-jose-dos-campos-com-garagem-54m2-aluguel-RS1900-id-2517759583/,"Jardim Oswaldo Cruz, São José dos Campos - SP",54,2 Quartos,1 Banheiro,1 Vaga,"Elevador
Piscina
Área de serviço
Varanda
Sauna",R$ 1.900 /mês,R$ 400,2021-05-14 08:58
2514184537,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-vale-do-sol-bairros-sao-jose-dos-campos-com-garagem-52m2-aluguel-RS850-id-2514184537/,"Rua Gandu, 81 - Jardim Vale do Sol, São José dos Campos - SP",52,2 Quartos,1 Banheiro,1 Vaga,,R$ 850 /mês,R$ 270,2021-05-14 08:58
2513233975,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-65m2-aluguel-RS1400-id-2513233975/,"Rua Doutor Tertuliano Delphim Júnior - Jardim Aquarius, São José dos Campos - SP",65,2 Quartos,1 Banheiro,1 Vaga,,R$ 1.400 /mês,R$ 471,2021-05-14 08:58
2516942112,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-satelite-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS1500-id-2516942112/,"Rua Porto Novo - Jardim Satélite, São José dos Campos - SP",70,3 Quartos,2 Banheiros,1 Vaga,"Piscina
Salão de festas
Playground
Quadra poliesportiva
Vigia",R$ 1.500 /mês,R$ 450,2021-05-14 08:58
2517546398,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-68m2-aluguel-RS2000-id-2517546398/,"Jardim Aquarius, São José dos Campos - SP",68,2 Quartos,2 Banheiros,1 Vaga,"Mobiliado
Elevador
Piscina
Área de serviço
Churrasqueira",R$ 2.000 /mês,R$ 500,2021-05-14 08:58
2518839350,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-das-industrias-bairros-sao-jose-dos-campos-com-garagem-122m2-aluguel-RS4500-id-2518839350/,"Rua Emílio Marelo, 100 - Jardim das Indústrias, São José dos Campos - SP",122,3 Quartos,3 Banheiros,2 Vagas,"Mobiliado
Elevador
Depósito",R$ 4.500 /mês,R$ 650,2021-05-14 08:58
2505944689,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-96m2-aluguel-RS2000-id-2505944689/,"Praça Romão Gomes, 0 - Vila Adyana, São José dos Campos - SP",96,2 Quartos,2 Banheiros,1 Vaga,"Mobiliado
Elevador
Churrasqueira
Salão de festas
Playground",R$ 2.000 /mês,R$ 540,2021-05-14 08:58
2515268875,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-das-colinas-bairros-sao-jose-dos-campos-com-garagem-190m2-aluguel-RS5600-id-2515268875/,"Avenida São João - Jardim das Colinas, São José dos Campos - SP",190,3 Quartos,5 Banheiros,2 Vagas,"Piscina
Área de serviço
Churrasqueira
Quintal
Interfone",R$ 5.600 /mês,R$ 887,2021-05-14 08:58
2518439480,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-62m2-aluguel-RS1800-id-2518439480/,"Rua João Teixeira Neto, 32 - Parque Residencial Aquarius, São José dos Campos - SP",62,2 Quartos,1 Banheiro,1 Vaga,,R$ 1.800 /mês,R$ 360,2021-05-14 08:58
2512067060,https://www.vivareal.com.br/imovel/apartamento-3-quartos-floradas-de-sao-jose-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS1100-id-2512067060/,"Floradas de São José, São José dos Campos - SP",70,3 Quartos,1 Banheiro,1 Vaga,Segurança 24h,R$ 1.100 /mês,R$ 580,2021-05-14 08:58
2508211717,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-industrial-bairros-sao-jose-dos-campos-com-garagem-60m2-aluguel-RS1150-id-2508211717/,"Parque Industrial, São José dos Campos - SP",60,2 Quartos,1 Banheiro,1 Vaga,"Área de serviço
Condomínio fechado
Sistema de alarme
TV a cabo
Espaço gourmet",R$ 1.150 /mês,R$ 410,2021-05-14 08:58
2506030109,https://www.vivareal.com.br/imovel/apartamento-3-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-98m2-venda-RS620000-id-2506030109/,"Rua das Baleias - Parque Residencial Aquarius, São José dos Campos - SP",98,3 Quartos,3 Banheiros,2 Vagas,,"R$ 3.000 /mês
R$ 620.000",R$ 724,2021-05-14 08:58
2507326945,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-86m2-aluguel-RS3300-id-2507326945/,"Rua do Aruana - Parque Residencial Aquarius, São José dos Campos - SP",86,2 Quartos,2 Banheiros,2 Vagas,"Mobiliado
Elevador
Piscina
Área de serviço
Salão de festas",R$ 3.300 /mês,R$ 800,2021-05-14 08:58
2516956105,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bosque-dos-eucaliptos-bairros-sao-jose-dos-campos-com-garagem-58m2-venda-RS185000-id-2516956105/,"Bosque dos Eucaliptos, São José dos Campos - SP",58,2 Quartos,1 Banheiro,1 Vaga,"Piscina
Área de serviço
Churrasqueira
Quadra poliesportiva
Condomínio fechado","R$ 800 /mês
R$ 185.000",R$ 400,2021-05-14 08:58
2516782945,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-120m2-aluguel-RS1900-id-2516782945/,"Rua Teopompo de Vasconcelos, 36 - Vila Adyana, São José dos Campos - SP",120,3 Quartos,3 Banheiros,1 Vaga,"Elevador
Área de serviço
Churrasqueira
Salão de festas
Playground",R$ 1.900 /mês,R$ 950,2021-05-14 08:58
2518948820,https://www.vivareal.com.br/imovel/apartamento-3-quartos-floradas-de-sao-jose-bairros-sao-jose-dos-campos-com-garagem-104m2-aluguel-RS3000-id-2518948820/,"Rua José Alves dos Santos - Floradas de São José, São José dos Campos - SP",104,3 Quartos,2 Banheiros,2 Vagas,"Piscina
Área de serviço
Churrasqueira
Interfone
Armário na cozinha",R$ 3.000 /mês,R$ 390,2021-05-14 08:58
2519029598,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-410m2-venda-RS6380000-id-2519029598/,"Avenida do Tubarão, 220 - Jardim Aquarius, São José dos Campos - SP",410,3 Quartos,5 Banheiros,6 Vagas,"Mobiliado
Elevador
Piscina
Área de serviço
Churrasqueira","R$ 25.000 /mês
R$ 6.380.000",R$ 2.300,2021-05-14 08:58
2519326485,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-das-colinas-bairros-sao-jose-dos-campos-com-garagem-62m2-aluguel-RS1500-id-2519326485/,"Avenida Doutor Eduardo Cury, 150 - Jardim das Colinas, São José dos Campos - SP",62,2 Quartos,2 Banheiros,1 Vaga,"Elevador
Academia
Condomínio fechado
Aceita animais",R$ 1.500 /mês,R$ 281,2021-05-14 08:58
2516756359,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-97m2-aluguel-RS1900-id-2516756359/,"Jardim Aquarius, São José dos Campos - SP",97,3 Quartos,1 Banheiro,1 Vaga,"Área de serviço
Cozinha",R$ 1.900 /mês,R$ 530,2021-05-14 08:58
2518246617,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-oriente-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS720-id-2518246617/,"Jardim Oriente, São José dos Campos - SP",70,2 Quartos,2 Banheiros,2 Vagas,,R$ 720 /mês,R$ 340,2021-05-14 08:58
2508933290,https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-ema-bairros-sao-jose-dos-campos-com-garagem-220m2-venda-RS850000-id-2508933290/,"Rua Beatriz Sá de Toledo, 95 - Vila Ema, São José dos Campos - SP",220,4 Quartos,3 Banheiros,3 Vagas,"Elevador
Piscina
Área de serviço
Churrasqueira
Quadra poliesportiva","R$ 2.000 /mês
R$ 850.000",R$ 1.869,2021-05-14 08:58
2509880220,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-rossi-bairros-sao-jose-dos-campos-com-garagem-60m2-venda-RS150000-id-2509880220/,"Avenida Rui Barbosa, 1425 - Vila Rossi, São José dos Campos - SP",60,2 Quartos,2 Banheiros,1 Vaga,"Área de serviço
Churrasqueira
Condomínio fechado
Sistema de alarme
TV a cabo","R$ 1.200 /mês
R$ 150.000",R$ 250,2021-05-14 08:58
