id,url,header,address,area,rooms,bathrooms,garages,amenities,price,condo,crawled_at
2518008926,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-76m2-aluguel-RS2160-id-2518008926/,"Apartamento com 2 Quartos para Aluguel, 76m²","Vila Adyana, São José dos Campos - SP",76,2 Quartos,3 Banheiros,1 Vaga,,R$ 2.160 /mês,R$ 656,2021-05-14 08:40
2517296624,https://www.vivareal.com.br/imovel/apartamento-2-quartos-monte-castelo-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS1550-id-2517296624/,"Apartamento com 2 Quartos para Aluguel, 70m²","Monte Castelo, São José dos Campos - SP",70,2 Quartos,1 Banheiro,1 Vaga,,R$ 1.550 /mês,,2021-05-14 08:40
2518008002,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-esplanada-ii-bairros-sao-jose-dos-campos-com-garagem-65m2-aluguel-RS1800-id-2518008002/,"Apartamento com 2 Quartos para Aluguel, 65m²","Jardim Esplanada II, São José dos Campos - SP",65,2 Quartos,1 Banheiro,2 Vagas,,R$ 1.800 /mês,R$ 351,2021-05-14 08:40
2518008648,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-jose-ii-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS750-id-2518008648/,"Apartamento com 2 Quartos para Aluguel, 70m²","Jardim Sao Jose II, São José dos Campos - SP",70,2 Quartos,1 Banheiro,1 Vaga,,R$ 750 /mês,R$ 190,2021-05-14 08:40
2518009041,https://www.vivareal.com.br/imovel/apartamento-2-quartos-monte-castelo-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS900-id-2518009041/,"Apartamento com 2 Quartos para Aluguel, 70m²","Monte Castelo, São José dos Campos - SP",70,2 Quartos,1 Banheiro,1 Vaga,,R$ 900 /mês,R$ 350,2021-05-14 08:40
2517297386,https://www.vivareal.com.br/imovel/apartamento-2-quartos-residencial-frei-galvao-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS1100-id-2517297386/,"Apartamento com 2 Quartos para Aluguel, 70m²","Residencial Frei Galvao, São José dos Campos - SP",70,2 Quartos,1 Banheiro,1 Vaga,,R$ 1.100 /mês,R$ 280,2021-05-14 08:40
2517451098,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-das-industrias-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS2900-id-2517451098/,"Apartamento com 2 Quartos para Aluguel, 70m²","Jardim das Indústrias, São José dos Campos - SP",70,2 Quartos,2 Banheiros,2 Vagas,,R$ 2.900 /mês,R$ 474,2021-05-14 08:40
2518009988,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-torrao-de-ouro-bairros-sao-jose-dos-campos-com-garagem-38m2-aluguel-RS600-id-2518009988/,"Apartamento com 2 Quartos para Aluguel, 38m²","Jardim Torrao De Ouro, São José dos Campos - SP",38,2 Quartos,1 Banheiro,1 Vaga,,R$ 600 /mês,R$ 300,2021-05-14 08:40
2518010173,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-santa-ines-iii-bairros-sao-jose-dos-campos-com-garagem-57m2-aluguel-RS600-id-2518010173/,"Apartamento com 2 Quartos para Aluguel, 57m²","Jardim Santa Inês III, São José dos Campos - SP",57,2 Quartos,1 Banheiro,1 Vaga,,R$ 600 /mês,R$ 200,2021-05-14 08:40
2518008412,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-nova-esperanca-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS780-id-2518008412/,"Apartamento com 2 Quartos para Aluguel, 70m²","Parque Nova Esperança, São José dos Campos - SP",70,2 Quartos,1 Banheiro,1 Vaga,,R$ 780 /mês,R$ 190,2021-05-14 08:40
2518009592,https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-sao-jose-dos-campos-70m2-aluguel-RS800-id-2518009592/,"Apartamento com 2 Quartos para Aluguel, 70m²","Centro, São José dos Campos - SP",70,2 Quartos,2 Banheiros,-- Vaga,,R$ 800 /mês,R$ 630,2021-05-14 08:40
2518009017,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-residencial-flamboyant-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS1250-id-2518009017/,"Apartamento com 2 Quartos para Aluguel, 70m²","Parque Residencial Flamboyant, São José dos Campos - SP",70,2 Quartos,1 Banheiro,1 Vaga,,R$ 1.250 /mês,R$ 250,2021-05-14 08:40
