,link,address,area,bedrooms,bathrooms,garages,others,price,condo,date,neighborhood,zona
2653,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-santa-ines-ii-bairros-sao-jose-dos-campos-com-garagem-48m2-venda-RS139500-id-2523719967/,"Jardim Santa Inês II, São José dos Campos - SP",48,2,1,1.0,Garagem,600,298.0,2021-06-20 09:48:00,Jardim Santa Inês II,Leste
2682,https://www.vivareal.com.br/imovel/apartamento-2-quartos-residencial-frei-galvao-bairros-sao-jose-dos-campos-com-garagem-42m2-aluguel-RS750-id-2498621014/,"Residencial Frei Galvao, São José dos Campos - SP",42,2,1,1.0,Condomínio fechado,750,300.0,2021-06-20 09:48:00,Residencial Frei Galvao,Leste
2698,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-industrial-bairros-sao-jose-dos-campos-com-garagem-55m2-venda-RS280000-id-2522847926/,"Vila Industrial, São José dos Campos - SP",55,2,2,1.0,0,1300,250.0,2021-06-20 09:49:00,Vila Industrial,Leste
2700,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-santa-ines-ii-bairros-sao-jose-dos-campos-com-garagem-56m2-aluguel-RS1075-id-2506278292/,"Jardim Santa Inês II, São José dos Campos - SP",56,2,1,1.0,"Playground, Cozinha",1075,370.0,2021-06-20 09:49:00,Jardim Santa Inês II,Leste
2707,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-santa-ines-iii-bairros-sao-jose-dos-campos-com-garagem-43m2-aluguel-RS700-id-2512410874/,"Jardim Santa Inês III, São José dos Campos - SP",43,2,1,2.0,0,700,250.0,2021-06-20 09:49:00,Jardim Santa Inês III,Leste
2709,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-santa-ines-ii-bairros-sao-jose-dos-campos-com-garagem-56m2-aluguel-RS1450-id-2518042878/,"Jardim Santa Inês II, São José dos Campos - SP",56,2,1,1.0,0,1450,411.0,2021-06-20 09:49:00,Jardim Santa Inês II,Leste
2717,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-industrial-bairros-sao-jose-dos-campos-com-garagem-39m2-aluguel-RS1200-id-2523928744/,"Vila Industrial, São José dos Campos - SP",39,1,1,1.0,Garagem,1200,264.0,2021-06-20 09:49:00,Vila Industrial,Leste
2723,https://www.vivareal.com.br/imovel/apartamento-2-quartos-residencial-frei-galvao-bairros-sao-jose-dos-campos-com-garagem-49m2-aluguel-RS850-id-2521650384/,"Residencial Frei Galvao, São José dos Campos - SP",49,2,1,1.0,"Churrasqueira, Salão de festas, Playground, Segurança 24h",850,0.0,2021-06-20 09:49:00,Residencial Frei Galvao,Leste
2729,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-industrial-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS1450-id-2523060917/,"Vila Industrial, São José dos Campos - SP",70,2,2,1.0,0,1450,321.0,2021-06-20 09:49:00,Vila Industrial,Leste
2747,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-nova-esperanca-bairros-sao-jose-dos-campos-com-garagem-44m2-aluguel-RS700-id-2483585318/,"Parque Nova Esperança, São José dos Campos - SP",44,2,1,1.0,0,700,213.0,2021-06-20 09:49:00,Parque Nova Esperança,Leste
2751,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-industrial-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS1350-id-2517296642/,"Vila Industrial, São José dos Campos - SP",70,2,2,1.0,0,1350,321.0,2021-06-20 09:49:00,Vila Industrial,Leste
2754,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-americano-bairros-sao-jose-dos-campos-com-garagem-50m2-aluguel-RS650-id-2518006936/,"Jardim Americano, São José dos Campos - SP",50,2,1,1.0,0,650,400.0,2021-06-20 09:49:00,Jardim Americano,Leste
2755,https://www.vivareal.com.br/imovel/apartamento-2-quartos-residencial-frei-galvao-bairros-sao-jose-dos-campos-com-garagem-55m2-venda-RS155000-id-2508285087/,"Residencial Frei Galvao, São José dos Campos - SP",55,2,1,1.0,0,700,215.0,2021-06-20 09:49:00,Residencial Frei Galvao,Leste
2760,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-nova-michigan-bairros-sao-jose-dos-campos-com-garagem-48m2-aluguel-RS650-id-2518008660/,"Jardim Nova Michigan, São José dos Campos - SP",48,2,1,1.0,0,650,250.0,2021-06-20 09:49:00,Jardim Nova Michigan,Leste
2761,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-industrial-bairros-sao-jose-dos-campos-com-garagem-58m2-aluguel-RS900-id-2517298690/,"Vila Industrial, São José dos Campos - SP",58,2,1,1.0,0,900,340.0,2021-06-20 09:49:00,Vila Industrial,Leste
2770,https://www.vivareal.com.br/imovel/apartamento-2-quartos-residencial-frei-galvao-bairros-sao-jose-dos-campos-com-garagem-42m2-aluguel-RS655-id-2517338420/,"Residencial Frei Galvao, São José dos Campos - SP",42,2,1,1.0,0,655,308.0,2021-06-20 09:49:00,Residencial Frei Galvao,Leste
2784,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-americano-bairros-sao-jose-dos-campos-com-garagem-50m2-aluguel-RS900-id-2520796948/,"Jardim Americano, São José dos Campos - SP",50,2,1,1.0,0,900,315.0,2021-06-20 09:49:00,Jardim Americano,Leste
2788,https://www.vivareal.com.br/imovel/apartamento-2-quartos-conjunto-residencial-galo-branco-bairros-sao-jose-dos-campos-com-garagem-47m2-aluguel-RS900-id-2518842979/,"Conjunto Residencial Galo Branco, São José dos Campos - SP",47,2,1,1.0,0,900,230.0,2021-06-20 09:49:00,Conjunto Residencial Galo Branco,Leste
2789,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-nova-esperanca-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS600-id-2500177578/,"Parque Nova Esperança, São José dos Campos - SP",70,2,1,1.0,0,600,300.0,2021-06-20 09:49:00,Parque Nova Esperança,Leste
2792,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-cerejeiras-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS650-id-2522169518/,"Jardim Cerejeiras, São José dos Campos - SP",70,2,1,1.0,0,650,260.0,2021-06-20 09:49:00,Jardim Cerejeiras,Leste
2793,https://www.vivareal.com.br/imovel/apartamento-2-quartos-residencial-frei-galvao-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS900-id-2517298598/,"Residencial Frei Galvao, São José dos Campos - SP",70,2,1,1.0,0,900,0.0,2021-06-20 09:49:00,Residencial Frei Galvao,Leste
2810,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-nova-esperanca-bairros-sao-jose-dos-campos-com-garagem-46m2-aluguel-RS900-id-2517298902/,"Parque Nova Esperança, São José dos Campos - SP",46,2,1,1.0,0,900,240.0,2021-06-20 09:49:00,Parque Nova Esperança,Leste
2811,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-tesouro-bairros-sao-jose-dos-campos-com-garagem-45m2-aluguel-RS680-id-2518008662/,"Vila Tesouro, São José dos Campos - SP",45,2,1,1.0,0,680,200.0,2021-06-20 09:49:00,Vila Tesouro,Leste
2813,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-nova-esperanca-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS720-id-2518008941/,"Parque Nova Esperança, São José dos Campos - SP",70,2,1,1.0,0,720,290.0,2021-06-20 09:49:00,Parque Nova Esperança,Leste
2816,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-santa-ines-iii-bairros-sao-jose-dos-campos-com-garagem-42m2-aluguel-RS730-id-2517297889/,"Jardim Santa Inês III, São José dos Campos - SP",42,2,1,1.0,0,730,250.0,2021-06-20 09:49:00,Jardim Santa Inês III,Leste
2822,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-industrial-bairros-sao-jose-dos-campos-com-garagem-50m2-aluguel-RS800-id-2520040699/,"Vila Industrial, São José dos Campos - SP",50,2,1,1.0,0,800,300.0,2021-06-20 09:49:00,Vila Industrial,Leste
2823,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-das-paineiras-ii-bairros-sao-jose-dos-campos-com-garagem-49m2-aluguel-RS710-id-2518009812/,"Jardim das Paineiras II, São José dos Campos - SP",49,2,1,1.0,0,710,150.0,2021-06-20 09:49:00,Jardim das Paineiras II,Leste
2827,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-santa-ines-iii-bairros-sao-jose-dos-campos-com-garagem-57m2-aluguel-RS600-id-2518010173/,"Jardim Santa Inês III, São José dos Campos - SP",57,2,1,1.0,0,600,200.0,2021-06-20 09:49:00,Jardim Santa Inês III,Leste
2830,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-cerejeiras-bairros-sao-jose-dos-campos-com-garagem-45m2-aluguel-RS800-id-2518009980/,"Jardim Cerejeiras, São José dos Campos - SP",45,2,1,1.0,0,800,280.0,2021-06-20 09:49:00,Jardim Cerejeiras,Leste
2833,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-santa-ines-iii-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS815-id-2518008635/,"Jardim Santa Inês III, São José dos Campos - SP",70,2,1,1.0,0,815,333.0,2021-06-20 09:49:00,Jardim Santa Inês III,Leste
2840,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-santa-ines-iii-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS800-id-2522169519/,"Jardim Santa Inês III, São José dos Campos - SP",70,2,1,1.0,0,800,250.0,2021-06-20 09:50:00,Jardim Santa Inês III,Leste
2847,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-tesouro-bairros-sao-jose-dos-campos-com-garagem-47m2-aluguel-RS900-id-2523944107/,"Vila Tesouro, São José dos Campos - SP",47,2,1,1.0,0,900,300.0,2021-06-20 09:50:00,Vila Tesouro,Leste
2855,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-santa-ines-ii-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS670-id-2518007766/,"Jardim Santa Inês II, São José dos Campos - SP",70,2,1,1.0,0,670,240.0,2021-06-20 09:50:00,Jardim Santa Inês II,Leste
2857,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cajuru-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS800-id-2518008046/,"Cajurú, São José dos Campos - SP",70,2,1,1.0,0,800,160.0,2021-06-20 09:50:00,Cajurú,Leste
2865,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-mariana-ii-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS1650-id-2521819881/,"Jardim Mariana II, São José dos Campos - SP",70,2,2,1.0,0,1650,100.0,2021-06-20 09:50:00,Jardim Mariana II,Leste
2867,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-das-paineiras-ii-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS860-id-2517299281/,"Jardim das Paineiras II, São José dos Campos - SP",70,2,1,1.0,0,860,150.0,2021-06-20 09:50:00,Jardim das Paineiras II,Leste
2871,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-cerejeiras-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS700-id-2518007759/,"Jardim Cerejeiras, São José dos Campos - SP",70,2,1,1.0,0,700,290.0,2021-06-20 09:50:00,Jardim Cerejeiras,Leste
2876,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-nova-michigan-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS660-id-2523144385/,"Jardim Nova Michigan, São José dos Campos - SP",70,2,1,1.0,0,660,300.0,2021-06-20 09:50:00,Jardim Nova Michigan,Leste
2877,https://www.vivareal.com.br/imovel/apartamento-2-quartos-residencial-frei-galvao-bairros-sao-jose-dos-campos-com-garagem-60m2-aluguel-RS650-id-2500173770/,"Residencial Frei Galvao, São José dos Campos - SP",60,2,1,1.0,0,650,297.0,2021-06-20 09:50:00,Residencial Frei Galvao,Leste
2880,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-cerejeiras-bairros-sao-jose-dos-campos-com-garagem-42m2-aluguel-RS900-id-2500177677/,"Jardim Cerejeiras, São José dos Campos - SP",42,2,1,1.0,0,900,270.0,2021-06-20 09:50:00,Jardim Cerejeiras,Leste
2881,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-nova-esperanca-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS780-id-2518008412/,"Parque Nova Esperança, São José dos Campos - SP",70,2,1,1.0,0,780,190.0,2021-06-20 09:50:00,Parque Nova Esperança,Leste
2884,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-santa-ines-iii-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS820-id-2500174166/,"Jardim Santa Inês III, São José dos Campos - SP",70,2,1,1.0,0,820,230.0,2021-06-20 09:50:00,Jardim Santa Inês III,Leste
2885,https://www.vivareal.com.br/imovel/apartamento-2-quartos-residencial-frei-galvao-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS1100-id-2517297386/,"Residencial Frei Galvao, São José dos Campos - SP",70,2,1,1.0,0,1100,280.0,2021-06-20 09:50:00,Residencial Frei Galvao,Leste
1,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-ema-bairros-sao-jose-dos-campos-com-garagem-147m2-aluguel-RS4290-id-2522794796/,"Rua Francisco Ricci, 150 - Vila Ema, São José dos Campos - SP",147,3,4,2.0,"Elevador, Piscina, Área de serviço, Churrasqueira, Salão de festas",4290,590.0,2021-06-20 09:31:00,Vila Ema,Centro
5,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-68m2-aluguel-RS1300-id-2514490377/,"Avenida Nove de Julho, 579 - Vila Adyana, São José dos Campos - SP",68,2,2,1.0,0,1300,335.0,2021-06-20 09:31:00,Vila Adyana,Centro
6,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-augusta-bairros-sao-jose-dos-campos-com-garagem-63m2-aluguel-RS1250-id-2520463642/,"Rua Roma - Jardim Augusta, São José dos Campos - SP",63,2,2,1.0,0,1250,330.0,2021-06-20 09:31:00,Jardim Augusta,Centro
13,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-augusta-bairros-sao-jose-dos-campos-81m2-aluguel-RS2500-id-2522435050/,"Rua Haia, 110 - Jardim Augusta, São José dos Campos - SP",81,2,2,0.0,"Elevador, Piscina, Churrasqueira, Academia, Jardim",2500,400.0,2021-06-20 09:31:00,Jardim Augusta,Centro
20,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-189m2-aluguel-RS5600-id-2516158738/,"Rua Afonso César de Siqueira - Vila Adyana, São José dos Campos - SP",189,3,1,3.0,0,5600,900.0,2021-06-20 09:31:00,Vila Adyana,Centro
27,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-bela-vista-bairros-sao-jose-dos-campos-com-garagem-48m2-aluguel-RS850-id-2518292541/,"Jardim Bela Vista, São José dos Campos - SP",48,2,1,1.0,Condomínio fechado,850,230.0,2021-06-20 09:31:00,Jardim Bela Vista,Centro
28,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-125m2-aluguel-RS3300-id-2521687408/,"Avenida São João - Jardim Esplanada, São José dos Campos - SP",125,3,3,2.0,0,3300,730.0,2021-06-20 09:31:00,Jardim Esplanada,Centro
30,https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-sao-jose-dos-campos-70m2-aluguel-RS1000-id-2511251416/,"Praça Cândido Dias Castejon, 55 - Centro, São José dos Campos - SP",70,2,2,0.0,"Elevador, Salão de festas, Academia",1000,460.0,2021-06-20 09:31:00,Centro,Centro
31,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-157m2-aluguel-RS4500-id-2514348775/,"Rua Laurent Martins, 479 - Jardim Esplanada, São José dos Campos - SP",157,4,4,2.0,"Elevador, Piscina, Churrasqueira, Salão de festas, Playground",4500,750.0,2021-06-20 09:31:00,Jardim Esplanada,Centro
44,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-96m2-aluguel-RS4200-id-2521878079/,"Rua Engenheiro João Fonseca dos Santos - Vila Adyana, São José dos Campos - SP",96,3,2,2.0,"Mobiliado, Piscina, Churrasqueira, Sauna, Quadra poliesportiva",4200,500.0,2021-06-20 09:31:00,Vila Adyana,Centro
47,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-35m2-aluguel-RS1150-id-2520422105/,"Jardim Esplanada, São José dos Campos - SP",35,1,1,1.0,"Condomínio fechado, Vista para o mar",1150,250.0,2021-06-20 09:31:00,Jardim Esplanada,Centro
51,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-maringa-bairros-sao-jose-dos-campos-com-garagem-78m2-aluguel-RS1200-id-2521322187/,"Jardim Maringá, São José dos Campos - SP",78,3,2,1.0,"Piscina, Churrasqueira, Salão de festas, Playground, Quadra poliesportiva",1200,620.0,2021-06-20 09:31:00,Jardim Maringá,Centro
58,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-sao-jose-bairros-sao-jose-dos-campos-com-garagem-60m2-aluguel-RS1380-id-2523103077/,"Rua Sardonica, 121 - Jardim São José, São José dos Campos - SP",60,2,1,2.0,"Elevador, Churrasqueira, Salão de festas, Condomínio fechado, Salão de jogos",1380,300.0,2021-06-20 09:31:00,Jardim São José,Centro
65,https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-sao-jose-dos-campos-com-garagem-82m2-venda-RS290000-id-2516057582/,"Rua Eugênio Bonadio - Centro, São José dos Campos - SP",82,3,1,1.0,"Elevador, Área de serviço, Cozinha, Interfone, Segurança 24h",1100,750.0,2021-06-20 09:31:00,Centro,Centro
70,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-47m2-aluguel-RS1200-id-2523510126/,"Rua Santa Clara, 610 - Vila Adyana, São José dos Campos - SP",47,1,1,1.0,"Elevador, Ar-condicionado, Condomínio fechado, Acesso para deficientes, Portão eletrônico",1200,499.0,2021-06-20 09:31:00,Vila Adyana,Centro
79,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-sao-jose-dos-campos-35m2-aluguel-RS1100-id-2517633290/,"Rua Machado Sidney, 100 - Centro, São José dos Campos - SP",35,1,1,0.0,"Mobiliado, Elevador",1100,250.0,2021-06-20 09:31:00,Centro,Centro
81,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-oswaldo-cruz-bairros-sao-jose-dos-campos-com-garagem-38m2-aluguel-RS1450-id-2515542394/,"Rua República do Iraque, 80 - Jardim Oswaldo Cruz, São José dos Campos - SP",38,1,1,1.0,"Elevador, Piscina, Churrasqueira, Salão de festas, Playground",1450,319.0,2021-06-20 09:31:00,Jardim Oswaldo Cruz,Centro
85,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-bela-vista-bairros-sao-jose-dos-campos-com-garagem-98m2-aluguel-RS1800-id-2512902138/,"Jardim Bela Vista, São José dos Campos - SP",98,3,3,1.0,0,1800,500.0,2021-06-20 09:31:00,Jardim Bela Vista,Centro
87,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-52m2-aluguel-RS1200-id-2517985913/,"Avenida Nove de Julho, 579 - Vila Adyana, São José dos Campos - SP",52,1,2,1.0,0,1200,261.0,2021-06-20 09:31:00,Vila Adyana,Centro
100,https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-ema-bairros-sao-jose-dos-campos-com-garagem-43m2-venda-RS210000-id-2438578876/,"Rua Jorge Barbosa Moreira, 361 - Vila Ema, São José dos Campos - SP",43,1,1,1.0,Condomínio fechado,900,250.0,2021-06-20 09:31:00,Vila Ema,Centro
101,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-84m2-aluguel-RS3600-id-2512943916/,"Vila Adyana, São José dos Campos - SP",84,2,2,2.0,"Elevador, Área de serviço, Espaço gourmet, Varanda gourmet, Gerador elétrico",3600,492.0,2021-06-20 09:31:00,Vila Adyana,Centro
102,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-apolo-ii-bairros-sao-jose-dos-campos-com-garagem-65m2-aluguel-RS1500-id-2522986557/,"Jardim Apolo II, São José dos Campos - SP",65,2,2,2.0,"Área de serviço, Churrasqueira, Salão de festas, Playground, Varanda",1500,498.0,2021-06-20 09:31:00,Jardim Apolo II,Centro
106,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-ema-bairros-sao-jose-dos-campos-com-garagem-127m2-venda-RS1000000-id-2519032292/,"Avenida Heitor Villa Lobos - Vila Ema, São José dos Campos - SP",127,3,5,2.0,"Mobiliado, Elevador, Piscina, Área de serviço, Churrasqueira",3950,710.0,2021-06-20 09:31:00,Vila Ema,Centro
