link,address,area,bedrooms,bathrooms,garages,others,price,condo,date,neighborhood
https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-tesouro-bairros-sao-jose-dos-campos-com-garagem-45m2-venda-RS225000-id-2524220138/,"Rua Charles Diamond - Vila Tesouro, São José dos Campos - SP",45,2,1,1.0,"Elevador, Piscina, Área de serviço, Churrasqueira, Quadra poliesportiva",1200,289.0,2021-06-20 09:35:00,Vila Tesouro
https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-ema-bairros-sao-jose-dos-campos-com-garagem-90m2-aluguel-RS1800-id-2520963680/,"Vila Ema, São José dos Campos - SP",90,3,3,2.0,"Piscina, Área de serviço, Churrasqueira, Sauna, Condomínio fechado",1800,420.0,2021-06-20 09:35:00,Vila Ema
https://www.vivareal.com.br/imovel/apartamento-2-quartos-condominio-royal-park-bairros-sao-jose-dos-campos-com-garagem-80m2-aluguel-RS3000-id-2523679717/,"Rua Jesus Garcia, 111 - Condomínio Royal Park, São José dos Campos - SP",80,2,2,2.0,Elevador,3000,360.0,2021-06-20 09:35:00,Condomínio Royal Park
https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS1600-id-2513614053/,"Jardim Esplanada, São José dos Campos - SP",70,2,1,2.0,"Mobiliado, Área de serviço, Armário na cozinha",1600,351.0,2021-06-20 09:35:00,Jardim Esplanada
https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-sao-jose-dos-campos-com-garagem-45m2-aluguel-RS1200-id-2524077770/,"Rua Major Antônio Domingues - Centro, São José dos Campos - SP",45,1,1,1.0,"Elevador, Vigia, Interfone",1200,445.0,2021-06-20 09:35:00,Centro
https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-58m2-aluguel-RS1000-id-2521006480/,"Vila Adyana, São José dos Campos - SP",58,1,1,1.0,"Varanda, Circuito de segurança, Segurança 24h",1000,457.0,2021-06-20 09:35:00,Vila Adyana
https://www.vivareal.com.br/imovel/apartamento-5-quartos-vila-ema-bairros-sao-jose-dos-campos-com-garagem-313m2-aluguel-RS4300-id-2521352874/,"Vila Ema, São José dos Campos - SP",313,5,3,3.0,0,4300,1800.0,2021-06-20 09:35:00,Vila Ema
https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-residencial-flamboyant-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS1690-id-2517977317/,"Parque Residencial Flamboyant, São José dos Campos - SP",70,2,1,1.0,0,1690,289.0,2021-06-20 09:35:00,Parque Residencial Flamboyant
https://www.vivareal.com.br/imovel/apartamento-3-quartos-parque-industrial-bairros-sao-jose-dos-campos-com-garagem-65m2-aluguel-RS1500-id-2521444860/,"Rua José Cobra - Parque Industrial, São José dos Campos - SP",65,3,2,1.0,"Elevador, Salão de festas, Playground, Varanda, Interfone",1500,428.0,2021-06-20 09:35:00,Parque Industrial
https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-das-colinas-bairros-sao-jose-dos-campos-com-garagem-190m2-aluguel-RS5300-id-2515268875/,"Avenida São João - Jardim das Colinas, São José dos Campos - SP",190,3,5,2.0,"Piscina, Área de serviço, Churrasqueira, Quintal, Interfone",5300,887.0,2021-06-20 09:35:00,Jardim das Colinas
https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-esplanada-ii-bairros-sao-jose-dos-campos-com-garagem-157m2-venda-RS1350000-id-2523838931/,"Jardim Esplanada II, São José dos Campos - SP",157,4,5,3.0,"Elevador, Piscina, Área de serviço, Churrasqueira, Varanda",5000,830.0,2021-06-20 09:35:00,Jardim Esplanada II
https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-sao-dimas-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS1800-id-2524079183/,"Rua Inconfidência - Jardim São Dimas, São José dos Campos - SP",70,3,1,1.0,"Elevador, Piscina, Churrasqueira, Salão de festas, Playground",1800,0.0,2021-06-20 09:35:00,Jardim São Dimas
https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-esplanada-ii-bairros-sao-jose-dos-campos-com-garagem-124m2-venda-RS797000-id-2515031325/,"Jardim Esplanada II, São José dos Campos - SP",124,4,2,2.0,"Condomínio fechado, Quadra de tênis, Segurança 24h",3500,1000.0,2021-06-20 09:35:00,Jardim Esplanada II
https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-augusta-bairros-sao-jose-dos-campos-com-garagem-60m2-aluguel-RS1800-id-2524079287/,"Rua Roma - Jardim Augusta, São José dos Campos - SP",60,2,1,1.0,"Elevador, Churrasqueira, Salão de festas, Varanda, Salão de jogos",1800,400.0,2021-06-20 09:35:00,Jardim Augusta
https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-ema-bairros-sao-jose-dos-campos-147m2-aluguel-RS5500-id-2514128279/,"Rua Bárbara Knippelberg Loureiro, 0 - Vila Ema, São José dos Campos - SP",147,3,5,0.0,"Piscina, Churrasqueira, Salão de festas, Playground, Academia",5500,555.0,2021-06-20 09:35:00,Vila Ema
https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-tesouro-bairros-sao-jose-dos-campos-com-garagem-48m2-aluguel-RS850-id-2522020349/,"Vila Tesouro, São José dos Campos - SP",48,2,1,1.0,"Piscina, Churrasqueira, Salão de festas, Playground, Varanda",850,240.0,2021-06-20 09:35:00,Vila Tesouro
https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-47m2-aluguel-RS1300-id-2523097174/,"Jardim Esplanada, São José dos Campos - SP",47,1,1,2.0,"Área de serviço, Cozinha, Interfone, Segurança 24h",1300,290.0,2021-06-20 09:35:00,Jardim Esplanada
